Rank,Name,NA_Sales,EU_Sales,Global_Sales
10346,Viewtiful Joe: Double Trouble!,0.08,0,0.11
10347,Tom Clancy's Splinter Cell: Conviction,0,0.08,0.11
10348,Mega Man Zero 4,0.08,0.03,0.11
10349,Black Bass with Blue Marlin,0.06,0.04,0.11
10350,Mega Man Battle Network 5: Double Team DS (JP sales),0,0,0.11
10351,Utawarerumono: Chiriyukusha e no Komoriuta,0,0,0.11
10352,Hyper Formation Soccer,0,0,0.11
10353,Tiger Woods PGA Tour 06,0.08,0.02,0.11
10354,Jupiter Strike,0.06,0.04,0.11
10355,Sudokuro,0.1,0,0.11
10356,BlazBlue: Continuum Shift II,0.05,0.01,0.11
10357,Saigo no Yakusoku no Monogatari,0,0,0.11
10358,The Book of Unwritten Tales,0,0.08,0.11
10359,Metal Gear Solid Integral,0,0,0.11
10360,Naruto Shippuden 3D: The New Era,0,0.04,0.11
10361,FIFA World Cup Germany 2006,0.1,0,0.11
10363,Lego Star Wars: The Force Awakens,0.04,0.06,0.11
10364,Reign of Fire,0.08,0.02,0.11
10365,Rock Band Track Pack: Classic Rock,0.1,0,0.11
10366,Rock Revolution,0.1,0,0.11
10367,Big League Sports: Summer,0.1,0,0.11
10368,Tom Clancy's HAWX 2,0.07,0.03,0.11
10369,Sakura Wars,0,0,0.11
10370,Jampack Volume 14 (RP-T),0.05,0.04,0.11
10371,Pro Yakyuu Team o Tsukurou! 2,0,0,0.11
10372,Mace Griffin: Bounty Hunter,0.08,0.02,0.11
10373,Martian Gothic: Unification,0.06,0.04,0.11
10374,Woody Woodpecker Racing,0.06,0.04,0.11
10375,Final Fantasy XII International Zodiac Job System,0,0,0.11
10376,Barbie in The 12 Dancing Princesses,0.09,0.01,0.11
10377,Fight Club,0.08,0.02,0.11
10378,Carnage Heart,0.01,0.01,0.11
10379,"Grand Theft Auto: Mission Pack #1, London 1969",0.06,0.04,0.11
10380,Kamen Rider: Climax Heroes,0,0,0.11
10381,Robotics;Notes,0,0,0.11
10382,Disney Channel Collection Vol. 1,0.08,0.03,0.11
10383,Total Immersion Racing,0.05,0.04,0.11
10384,Virtual Hydlide,0,0,0.11
10385,World Series of Poker: Tournament of Champions 2007 Edition,0.1,0,0.11
10386,Tales of the World: Reve Unitia,0,0,0.11
10387,Karaoke Revolution,0.07,0.03,0.11
10388,Warriors Orochi 3,0,0,0.11
10389,The Bachelor: The Videogame,0.1,0,0.11
10390,Space Invaders,0.08,0.03,0.11
10391,BlazBlue: Chrono Phantasma,0.06,0,0.11
10392,Digimon Digital Card Battle,0.06,0.04,0.11
10393,Toukiden 2,0,0,0.11
10394,Earth Defense Force 2: Invaders from Planet Space,0.04,0.01,0.11
10395,Kuroko's Basketball: Miracle Game,0,0,0.11
10396,Dreamer Series: Top Model,0.1,0,0.11
10397,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0,0,0.11
10398,Shovel Knight,0.06,0.04,0.11
10399,Yuusha no Kuse ni Namaikida Or 3D,0,0,0.11
10400,The First Templar,0.06,0.04,0.11
10401,X-Men: The Official Game,0.1,0,0.11
10402,Dead to Rights II,0.08,0.02,0.11
10403,Petz Fashion: Dogz & Catz,0.1,0,0.11
10404,Project: Horned Owl,0.03,0.02,0.11
10405,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,0,0,0.11
10406,Child of Light,0,0.07,0.11
10407,SingStar Guitar,0,0.08,0.11
10408,Dragon Ball Z Super Gokuden: Kakusei-Hen,0,0,0.11
10409,Help Wanted: 50 Wacky Jobs,0.06,0.04,0.11
10410,Busou Shinki: Battle Masters Mk. 2,0,0,0.11
10411,Cabela's Dangerous Hunts 2,0.08,0.02,0.11
10412,Fairy Tail: Portable Guild,0,0,0.11
10413,Champion Jockey: G1 Jockey & Gallop Racer,0.05,0.04,0.11
10414,SimCity 2000,0.08,0.03,0.11
10415,Brunswick Circuit Pro Bowling 2,0.06,0.04,0.11
10416,D,0,0,0.11
10417,Winning Eleven: Pro Evolution Soccer 2007,0.09,0,0.1
10418,Ennichi no Tatsujin,0,0,0.1
10419,Squinkies 2: Adventure Mall Surprize!,0.1,0,0.1
10420,Wizardry VI: Bane of the Cosmic Forge,0,0,0.1
10421,Power Pocket Koushien,0,0,0.1
10422,Gravity Games Bike: Street Vert Dirt,0.05,0.04,0.1
10423,Contact,0.07,0,0.1
10424,Pro Yaky? Spirits 2010,0,0,0.1
10425,Princess Debut,0.1,0,0.1
10426,My First Dollhouse,0.1,0,0.1
10427,Cloudy With a Chance of Meatballs,0.09,0.01,0.1
10428,Family Party: 30 Great Games,0.09,0.01,0.1
10429,Top Spin,0.05,0.04,0.1
10430,Derby Stallion P,0,0,0.1
10431,Kenka Bancho Bros: Tokyo Battle Royale,0,0,0.1
10432,UFC: Tapout 2,0.08,0.02,0.1
10433,Adventure Time: Finn & Jake Investigations,0.02,0.07,0.1
10434,Kamen Rider: Battride War II,0,0,0.1
10435,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,0,0,0.1
10436,Thrillville: Off the Rails,0.09,0,0.1
10437,Imagine: Soccer Captain,0.1,0,0.1
10438,Jikkyou Powerful Pro Yakyuu 10,0,0,0.1
10439,Vexx,0.08,0.02,0.1
10440,F1 Career Challenge,0.05,0.04,0.1
10441,Taiko no Tatsujin: V Version,0,0,0.1
10442,Pariah,0.08,0.02,0.1
10443,Cabela's Outdoor Adventures,0.08,0.02,0.1
10444,Agatha Christie: The ABC Murders,0.08,0.01,0.1
10445,Metal Slug 3,0.08,0.02,0.1
10446,The Smurfs 2,0,0.09,0.1
10447,Motocross Mania 3,0.05,0.04,0.1
10448,Fatal Frame 2: Wii Edition,0,0,0.1
10449,Dancing on Ice,0,0.09,0.1
10450,Pro Yakyuu Famista DS 2009,0,0,0.1
10451,Banjo-Pilot,0.07,0.03,0.1
10452,Family Feud: 2012 Edition,0.1,0,0.1
10453,Gallop Racer 2006,0.02,0.02,0.1
10454,Army Corps of Hell,0.05,0.04,0.1
10455,Frogger: Ancient Shadow,0.05,0.04,0.1
10456,Digimon Story: Lost Evolution,0,0,0.1
10457,Exit DS,0.09,0,0.1
10458,Ski-Doo Snowmobile Challenge,0.1,0,0.1
10459,Universe at War: Earth Assault,0.09,0.01,0.1
10460,Despicable Me: The Game,0.05,0.04,0.1
10461,Metal Arms: Glitch in the System,0.08,0.02,0.1
10462,The Whispered World,0,0.08,0.1
10463,Tom Clancy's Splinter Cell: Chaos Theory,0.08,0.02,0.1
10464,Learn Chess,0.1,0,0.1
10466,Escape From Monkey Island,0.05,0.04,0.1
10467,Leisure Suit Larry: Box Office Bust,0.06,0.03,0.1
10468,The Wolf Among Us,0.05,0.03,0.1
10469,Mickey's Speedway USA (weekly JP sales),0,0,0.1
10470,Who Wants to Be a Millionaire: 3rd Edition,0.1,0,0.1
10471,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,0,0,0.1
10472,Miami Law,0.1,0,0.1
10473,Macross 30: Ginga o Tsunagu Utagoe,0,0,0.1
10474,Kidou Senshi Gundam UC,0,0,0.1
10475,Yu-Gi-Oh! 5D's Wheelie Breakers,0.09,0.01,0.1
10476,Nicktoons: MLB,0.1,0,0.1
10477,Gretzky NHL,0.1,0,0.1
10478,Corvette Evolution GT,0.1,0,0.1
10479,May's Mystery: Forbidden Memories,0.05,0.04,0.1
10480,PictoImage,0.1,0,0.1
10481,Etrian Odyssey II: Heroes of Lagaard,0,0,0.1
10482,Ridge Racer 2,0,0.03,0.1
10483,Momotarou Dentetsu 16,0,0,0.1
10484,Igor: The Game,0.09,0,0.1
10485,Dropship: United Peace Force,0.05,0.04,0.1
10486,Road Rash: Jailbreak,0.07,0.03,0.1
10487,Rome: Total War,0,0.08,0.1
10488,Green Lantern: Rise of the Manhunters,0.06,0.04,0.1
10489,Castlevania: Lords of Shadow 2,0.02,0.07,0.1
10490,Lucha Libre AAA: Heroes del Ring,0.1,0,0.1
10491,Syberia,0.08,0.02,0.1
10492,G1 Jockey 3,0.02,0.01,0.1
10493,Shrek: Forever After,0.09,0,0.1
10495,Revolution X,0.06,0.04,0.1
10496,Myst,0.09,0,0.1
10497,Little Battlers eXperience W,0,0,0.1
10498,Riviera: The Promised Land,0.07,0.03,0.1
10499,Risen 3: Titan Lords,0.02,0.06,0.1
10500,Top Gun: Combat Zones,0.07,0.03,0.1
10501,Bujingai: The Forsaken City,0.05,0.04,0.1
10502,Doko Demo Issho,0,0,0.1
10503,Alvin and the Chipmunks: The Squeakquel,0.09,0,0.1
10504,The Story of Noah's Ark,0.1,0,0.1
10505,Brooktown High: Senior Year,0.09,0,0.1
10506,Astro Boy: The Video Game,0.09,0,0.1
10507,Zombie Army Trilogy,0.04,0.05,0.1
10508,Beyond Good & Evil,0.08,0.02,0.1
10509,Blitz: The League II,0.08,0.01,0.1
10510,Death By Degrees,0.05,0.04,0.1
10511,Vandal Hearts II,0.06,0.04,0.1
10512,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,0,0,0.1
10513,Samurai Warriors Chronicles 2nd,0,0,0.1
10514,Medal of Honor: Vanguard,0.06,0.03,0.1
10515,Toaru Majutsu no Index,0,0,0.1
10516,Dora's Cooking Club,0.08,0.01,0.1
10517,ESA Game Pack,0.09,0,0.1
10518,America's Next Top Model,0.1,0,0.1
10519,God Eater 2: Rage Burst,0,0.01,0.1
10520,Uta no Prince-Sama: Music,0,0,0.1
10521,UNO / Skip-Bo / UNO Freefall,0.1,0,0.1
10522,Culdcept DS,0,0,0.1
10523,Colin McRae Rally 04,0.08,0.02,0.1
10524,Monster Jam: Maximum Destruction,0.07,0.03,0.1
10525,The King of Fighters: Dream Match 1999,0,0,0.1
10526,FIFA Street,0.08,0.02,0.1
10527,Truth or Lies,0.04,0.05,0.1
10528,Weiss Schwarz Portable,0,0,0.1
10529,Kirarin * Revolution: Mezase! Idol Queen,0,0,0.1
10530,Dungeons & Dragons Tactics,0.09,0,0.1
10531,X-Men: Children of the Atom,0.06,0.04,0.1
10532,Hot Wheels: Stunt Track Challenge,0.08,0.02,0.1
10533,Dora & Kai-Lan's Pet Shelter,0.08,0.01,0.1
10534,DJ Max Fever,0.09,0,0.1
10535,Math Blaster in the Prime Adventure,0.09,0,0.1
10536,Football Director DS,0,0.1,0.1
10537,Shellshock,0.06,0.04,0.1
10538,Blue Stinger,0,0,0.1
10539,Yggdra Union: We'll Never Fight Alone,0.05,0,0.1
10540,The Destiny of Zorro,0.1,0,0.1
10541,Hot Wheels Ultimate Racing,0.09,0,0.1
10542,Capcom vs. SNK 2 EO,0.08,0.02,0.1
10543,Inazuma Eleven GO Strikers 2013,0,0,0.1
10544,Metal Gear Solid HD Edition,0,0,0.1
10545,Hunter: The Reckoning,0.08,0.02,0.1
10546,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,0,0,0.1
10547,Urban Chaos,0.06,0.04,0.1
10548,Creeper World 3: Arc Eternal,0,0,0.1
10549,Monkey Mischief! Party Time,0.09,0,0.1
10550,Draglade,0.09,0,0.1
10551,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,0,0,0.1
10552,Water Sports,0.05,0.04,0.1
10553,Freaky Flyers,0.05,0.04,0.1
10554,Baten Kaitos Origins,0.06,0.02,0.1
10555,E·O·E: Eve of Extinction,0.04,0.03,0.1
10556,Pro Evolution Soccer 2016,0.03,0.06,0.1
10557,Dark Summit,0.08,0.02,0.1
10558,Penguin no Mondai: The World,0,0,0.1
10560,Yaiba: Ninja Gaiden Z,0.05,0.04,0.1
10561,Flushed Away,0.09,0,0.1
10562,Surf's Up,0.09,0,0.1
10563,Hakuouki Portable,0,0,0.1
10564,NHL 2004,0.08,0.02,0.1
10565,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,0.09,0.01,0.1
10566,Cabela's Adventure Camp,0.07,0.02,0.1
10567,KORG DS-10 Synthesizer Plus,0.08,0,0.1
10568,World Snooker Championship 2007,0,0.1,0.1
10569,X-Men: The Official Game,0.08,0.02,0.1
10570,RLH: Run Like Hell,0.05,0.04,0.1
10571,Digimon Adventure,0,0,0.1
10572,Doom 3,0.05,0.04,0.1
10573,The Ant Bully,0.05,0.04,0.1
10574,Conflict: Global Terror,0.08,0.02,0.1
10575,Minority Report: Everybody Runs,0.08,0.02,0.1
10576,Monster Rancher EVO,0.02,0.02,0.1
10577,Project Hacker: Kakusei,0,0,0.1
10578,Pajama Sam: Don't Fear The Dark,0.09,0,0.1
10579,GRID Autosport,0.03,0.06,0.1
10580,World Series of Poker 2008: Battle for the Bracelets,0.08,0.01,0.1
10581,Wasteland 2,0.07,0,0.1
10582,Guitar Hero: Van Halen,0.05,0.04,0.1
10583,Olympic Summer Games: Atlanta 1996,0.06,0.04,0.1
10584,Little League World Series Baseball 2008,0.09,0,0.1
10585,Disney's The Haunted Mansion,0.08,0.02,0.1
10586,Tatsunoko vs. Capcom: Cross Generation of Heroes,0,0,0.1
10587,Alvin and the Chipmunks: Chipwrecked,0.08,0.01,0.1
10588,Darius Gaiden,0,0,0.1
10589,All Kamen Rider: Rider Generation 2,0,0,0.1
10590,Beach Spikers: Virtua Beach Volleyball,0.08,0.02,0.1
10591,Total War: WARHAMMER,0,0.1,0.1
10592,Tom Clancy's Ghost Recon: Predator,0.07,0.02,0.1
10593,You Don't Know Jack: Mock 2,0.06,0.04,0.1
10594,Blue Dragon: Awakened Shadow,0.06,0,0.1
10595,3D Tank Warfare Simulator Panzer Front,0.06,0.04,0.1
10596,[Prototype 2],0.07,0.02,0.1
10597,NASCAR The Game: Inside Line,0.09,0,0.1
10598,Sudoku Mania,0.09,0,0.1
10599,Blades of Time,0.04,0.03,0.1
10600,Rolling Stone: Drum King,0.09,0,0.1
10601,Jade Cocoon 2,0.05,0.04,0.1
10602,Lord of Apocalypse,0,0,0.1
10603,Bejeweled Twist,0,0.09,0.1
10604,Rock Band 3,0.09,0.01,0.1
10605,Kabushiki Baibai Trainer: Kabutore!,0,0,0.1
10606,Sword & Sorcery,0,0,0.1
10607,Van Helsing,0.07,0.03,0.1
10608,NFL Tour,0.09,0,0.1
10609,Bee Movie Game,0.05,0.04,0.1
10610,NBA Live 16,0.08,0.01,0.1
10611,Spider-Man: Web of Shadows,0.09,0,0.1
10612,Bullet Witch,0.07,0.01,0.1
10613,USA Today Puzzle Craze,0.09,0,0.1
10614,Machi-Ing Maker 3 x Tousouchuu,0,0,0.1
10615,Kelly Slater's Pro Surfer,0.08,0.02,0.1
10616,SNK vs. Capcom: SVC Chaos,0.08,0.02,0.1
10617,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.05,0.04,0.1
10618,Choujikuu Yousai Macross: Ai Oboete Imasu ka,0,0,0.1
10619,Vanishing Point,0.06,0.04,0.1
10620,SCORE International Baja 1000: The Official Game,0.09,0,0.1
10621,Dragonseeds,0.03,0.02,0.1
10622,The Bard's Tale,0.08,0.02,0.1
10623,Opoona,0.08,0,0.1
10624,Big League Sports,0.09,0.01,0.1
10625,nail'd,0.08,0.02,0.1
10626,Nodame Cantabile,0,0,0.1
10627,Alien Hominid,0.05,0.04,0.1
10628,Record of Agarest War Zero,0.09,0,0.1
10629,L'Aigle de Guerre,0,0,0.1
10630,Jeopardy!,0.08,0.02,0.1
10631,Disney's Donald Duck: Goin' Quackers,0.08,0.02,0.1
10632,Aidyn Chronicles: The First Mage,0.08,0.02,0.1
10633,Aquapazza: Aquaplus Dream Match,0.05,0,0.1
10634,Virtual Pool 64,0.08,0.02,0.1
10635,Indy Racing 2000,0.08,0.02,0.1
10636,Flying Dragon,0.08,0.02,0.1
10637,International Superstar Soccer 64 (weekly JP sales),0,0,0.1
10638,Lode Runner 3-D,0.08,0.02,0.1
10639,The History Channel: Civil War - Secret Missions,0.09,0,0.1
10640,GT64 Championship Edition,0.08,0.02,0.1
10641,Milo's Astro Lanes,0.08,0.02,0.1
10642,Gekido,0.06,0.04,0.1
10643,Harry Potter and the Deathly Hallows - Part 1,0.08,0.02,0.1
10644,Fifi and the Flowertots,0,0.09,0.1
10645,Disney's The Jungle Book,0.07,0.03,0.1
10646,King of Clubs: Mini Golf,0.09,0,0.1
10647,Ultimate Marvel vs. Capcom 3,0,0.04,0.1
10648,Cate West: The Vanishing Files,0.08,0.01,0.1
10649,Army Men World War: Team Assault,0.06,0.04,0.1
10650,Tom Clancy's Splinter Cell,0.07,0.03,0.1
10651,Harry Potter and the Deathly Hallows - Part 2,0.05,0.04,0.1
10652,NHL 2K6,0.09,0,0.1
10653,Marvel vs. Capcom: Clash of Super Heroes,0,0,0.1
10654,NBA Ballers: Rebound,0.09,0,0.1
10655,King's Field: The Ancient City,0.05,0.04,0.1
10656,LEGO Rock Raiders,0.06,0.04,0.1
10657,Silent Scope Complete,0.07,0.02,0.1
10658,Digimon All-Star Rumble,0.06,0.03,0.1
10659,Ghost in the Shell,0.06,0.04,0.1
10660,Atelier Sophie: The Alchemist of the Mysterious Book,0.01,0.02,0.1
10661,Marvel Super Hero Squad: The Infinity Gauntlet,0.07,0.02,0.1
10662,Evil Dead: Fistfull of Boomstick,0.07,0.02,0.1
10663,Tom Clancy's Classic Trilogy,0.07,0.02,0.1
10664,Harvest Moon DS Cute (jp sales),0,0,0.1
10665,Bleach: Dark Souls (JP sales),0,0,0.1
10666,Indigo Prophecy,0.07,0.03,0.1
10667,NASCAR '14,0.09,0,0.1
10668,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,0,0,0.1
10669,Over the Hedge,0.07,0.02,0.1
10670,Sneakers,0.07,0.02,0.1
10671,Sword Art Online: Lost Song,0,0,0.1
10672,Crime Crackers,0,0,0.1
10673,Earth Defense Force 2025.1: The Shadow of New Despair,0,0,0.1
10674,Pro Evolution Soccer 2013,0,0.03,0.1
10675,Micro Machines V3,0.06,0.04,0.1
10676,Alvin and the Chipmunks: Chipwrecked,0.08,0.01,0.1
10677,College Hoops 2K6,0.07,0.02,0.1
10678,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",0,0,0.1
10679,NatGeo Challenge! Wild Life,0.05,0.03,0.1
10680,Idol Janshi Suchie-Pai Remix,0,0,0.1
10681,Kung Fu Panda 2,0.04,0.04,0.1
10682,Star Wars: Lethal Alliance,0.08,0.01,0.1
10683,Exhibition Volume 03,0.07,0.02,0.1
10684,Zero4 Champ RR-Z,0,0,0.1
10685,Initial D: Street Stage,0,0,0.1
10686,Tales of Innocence R,0,0,0.1
10687,Generator Rex: Agent of Providence,0.07,0.02,0.1
10688,Petz Hamsterz Superstarz,0.09,0,0.1
10689,NeverDead,0.06,0.03,0.1
10691,Age of Empires II: The Age of Kings,0.01,0.08,0.1
10692,"Warhammer 40,000: Dawn of War II - Chaos Rising",0.08,0.01,0.1
10693,Predator: Concrete Jungle,0.07,0.02,0.1
10694,CSI: Hard Evidence,0.07,0.02,0.1
10695,F1 2014,0,0.09,0.1
10696,Code Lyoko: Quest for Infinity,0.07,0.02,0.1
10697,Fate/hollow ataraxia,0,0,0.1
10698,Lucky * Star: Ryouou Gakuen Outousai,0,0,0.1
10699,Scribblenauts Unmasked: A DC Comics Adventure,0.09,0,0.1
10700,Murder in Venice,0.06,0.03,0.1
10701,Nancy Drew: The Model Mysteries,0.09,0,0.1
10702,Ride,0.04,0.05,0.1
10703,Naruto Shippuden: Gekito Ninja Taisen! EX,0,0,0.1
10704,Universal Studios Theme Parks Adventure,0.08,0.02,0.1
10705,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,0,0,0.1
10706,Little League World Series Baseball 2010,0.09,0,0.1
10707,Piglet's Big Game,0.05,0.04,0.1
10708,Real Bout Garou Densetsu,0,0,0.1
10709,Arcania: Gothic 4,0.03,0.04,0.1
10710,Ben 10 Galactic Racing,0.07,0.02,0.1
10711,Project FIFA World Cup,0,0,0.1
10712,System Flaw,0.09,0,0.1
10713,Rio,0.05,0.03,0.1
10714,Rocky: Legends,0.07,0.02,0.1
10715,Lord of Apocalypse,0,0,0.1
10716,The BIGS 2,0.09,0,0.1
10717,Horse Life Adventures,0.08,0.01,0.1
10718,iCarly 2: iJoin The Click!,0.08,0.01,0.1
10719,Burnout Paradise: The Ultimate Box,0,0.08,0.1
10720,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,0,0,0.1
10721,The Secret Saturdays: Beasts of the 5th Sun,0.09,0,0.1
10722,Winter Stars,0.05,0.04,0.1
10723,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,0,0,0.1
10724,Star Trek: Shattered Universe,0.05,0.04,0.1
10725,The Land Before Time: Great Valley Racing Adventure,0.05,0.04,0.1
10726,Ultra Street Fighter IV,0,0.08,0.1
10727,Animal Planet: Vet Life,0.09,0,0.1
10728,Cubic Ninja,0.05,0.04,0.1
10729,Championship Pony,0.09,0,0.1
10730,Harvest Moon: Frantic Farming,0.08,0.01,0.1
10731,Rise of the Tomb Raider,0,0.09,0.1
10732,Pinball Hall of Fame: The Williams Collection,0.09,0,0.1
10733,Persona 5,0,0,0.1
10734,Power Stone Collection,0.08,0,0.1
10735,MTX Mototrax,0.07,0.02,0.1
10736,Blast Chamber,0.05,0.04,0.1
10737,Thor: God of Thunder,0.06,0.03,0.1
10738,Mana Khemia: Student Alliance,0.05,0,0.1
10739,Retro Game Challenge (US sales),0.1,0,0.1
10740,EyeToy: Operation Spy,0.05,0.04,0.1
10741,Zoo Tycoon (2013),0.02,0.07,0.1
10742,MotoGP 07,0.05,0.04,0.1
10743,Touch Detective,0.06,0.03,0.1
10744,Option Tuning Car Battle,0,0,0.1
10745,Rapala Pro Bass Fishing 2010,0.09,0,0.1
10746,Derby Jockey 2,0,0,0.1
10747,Famicom Mini: Mappy,0,0,0.1
10748,Reign of Fire,0.07,0.02,0.1
10749,Descent Maximum,0.05,0.04,0.1
10750,Disney Sing It! High School Musical 3: Senior Year,0.09,0,0.1
10751,"Blast Works: Build, Trade, Destroy",0.09,0,0.1
10752,Resident Evil: Revelations 2,0.07,0.02,0.1
10753,Major League Baseball 2K11,0.09,0,0.1
10754,Shining Force EXA,0,0,0.1
10755,Virtual Pro Wrestling,0,0,0.1
10756,Wasteland 2,0.02,0.06,0.1
10757,Shadow Tower,0.01,0.01,0.1
10759,Ninja Reflex,0.09,0,0.1
10760,Dragon Ball: Evolution,0.09,0,0.1
10761,Red Bull BC One,0.09,0,0.1
10762,Heatseeker,0.08,0,0.1
10763,Watchmen: The End is Nigh Part 1 & 2,0.09,0,0.1
10764,Ford Racing 3,0.09,0,0.1
10765,Ice Age 2: The Meltdown,0.07,0.02,0.1
10766,Guilty Gear Isuka,0.05,0.04,0.1
10767,MySims SkyHeroes,0.09,0,0.1
10768,NASCAR Unleashed,0.09,0,0.1
10769,Shadow Master,0.05,0.04,0.1
10770,Global Touring Challenge: Africa,0.05,0.04,0.1
10771,Jikkyou Powerful Pro Yakyuu 2013,0,0,0.1
10772,Dead or Alive 5,0,0.05,0.1
10773,Tokimeki Memorial: Taisen Pazurudama,0,0,0.1
10774,InuYasha: Secret of the Divine Jewel,0.09,0,0.1
10775,MotoGP 2,0.07,0.02,0.1
10776,Pro Yakyuu Famista DS,0,0,0.1
10777,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,0.05,0.02,0.1
10778,BIT.TRIP COMPLETE,0.06,0.02,0.1
10779,EyeCreate,0,0.08,0.1
10780,Skylanders: Spyro's Adventure,0.05,0.03,0.1
10781,Paws & Claws: Pet Vet,0.09,0,0.1
10782,Touch Mechanic,0.09,0,0.1
10783,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,0,0,0.1
10784,Ar tonelico: Melody of Elemia,0,0,0.1
10785,Man vs. Wild,0.09,0,0.1
10786,Sol Trigger,0,0,0.1
10787,Pony Friends 2,0.04,0.05,0.1
10788,Castlevania Double Pack,0.07,0.03,0.1
10789,Ballistic: Ecks vs. Sever,0.07,0.03,0.1
10790,Jikkyou Powerful Pro Yakyuu 11,0,0,0.1
10791,Steel Battalion,0.05,0.02,0.1
10793,Glory Days 2,0.08,0,0.1
10794,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,0.09,0,0.1
10795,Street Fighter Collection,0,0,0.1
10796,thinkSMART,0.09,0,0.1
10797,Digimon Story: Super Xros Wars Blue/Red,0,0,0.1
10798,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,0,0,0.1
10799,Mind Quiz,0.08,0.01,0.1
10800,Populous DS,0.07,0,0.1
10801,Who Wants to Be A Millionaire?,0.09,0,0.1
10802,Bladestorm: The Hundred Years' War,0.08,0.01,0.1
10803,Cartoon Network: Punch Time Explosion,0.07,0.02,0.1
10804,Imagine: Reporter,0.08,0.01,0.1
10805,Disney Planes Fire & Rescue,0.01,0.08,0.1
10806,MX SuperFly featuring Ricky Carmichael,0.07,0.02,0.1
10807,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,0,0,0.1
10808,Natural Doctrine,0.05,0.02,0.1
10809,SNK vs. Capcom Card Fighters DS,0.09,0,0.1
10810,Mystery Stories: Curse of the Ancient Spirits,0.05,0.04,0.1
10811,Kuroko's Basketball: Miracle Game,0,0,0.1
10812,Minority Report: Everybody Runs,0.07,0.02,0.1
10813,MindJack,0.07,0.02,0.1
10814,ReCore,0.06,0.03,0.1
10815,NASCAR,0.09,0,0.1
10816,Halo 2,0.01,0.06,0.1
10817,Shox,0.05,0.04,0.09
10818,Unou no Tatsujin: Soukai! Machigai Museum 2,0,0,0.09
10819,Playboy: The Mansion,0.07,0.02,0.09
10820,The X-Factor,0,0.08,0.09
10821,Gundam Breaker,0,0,0.09
10822,Neo Atlas,0,0,0.09
10823,Jaws: Ultimate Predator,0.09,0,0.09
10824,Disney's Aladdin in Nasira's Revenge,0.05,0.04,0.09
10825,Kiniro no Corda 3,0,0,0.09
10826,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.07,0.02,0.09
10827,Taiko no Tatsujin: Don Don! Mystery Adventure,0,0,0.09
10828,Winning Post 6,0,0,0.09
10830,Rock Band Country Track Pack 2,0.09,0,0.09
10831,Darkest of Days,0.09,0,0.09
10832,Whacked!,0.07,0.02,0.09
10833,Ghostbusters: The Video Game (DS Version),0,0.08,0.09
10834,Barnyard,0.05,0.04,0.09
10835,Big League Sports: Summer,0.09,0,0.09
10836,Angry Birds: Rio,0,0.07,0.09
10837,Dance on Broadway,0.05,0.03,0.09
10838,Risen 3: Titan Lords,0,0.08,0.09
10839,Dungeons,0.07,0.02,0.09
10840,Pac-Man World 3,0.07,0.02,0.09
10841,SingStar Apres-Ski Party 2,0,0.07,0.09
10842,Raven Squad: Operation Hidden Dagger,0.08,0.01,0.09
10843,Rocky,0.07,0.02,0.09
10844,Gundam Breaker 3,0,0,0.09
10845,Crash 'N' Burn,0.07,0.02,0.09
10846,Medieval II: Total War,0,0.08,0.09
10847,NFL Blitz 20-02,0.07,0.02,0.09
10848,Metal Fight Beyblade,0,0,0.09
10849,Robots,0.07,0.02,0.09
10850,Speed Kings,0.05,0.04,0.09
10851,Monopoly Collection,0.02,0.07,0.09
10852,The King of Fighters XIV,0.04,0.01,0.09
10853,Langrisser V: The End of Legend,0,0,0.09
10854,FIFA Street 3,0.07,0.02,0.09
10855,PhotoKano,0,0,0.09
10856,Ouchi Mainichi Tamagotchi,0,0,0.09
10857,Fresh PreCure! Asobi Collection,0,0,0.09
10858,Populous: The Beginning,0.05,0.04,0.09
10859,Rygar: The Battle of Argus,0.09,0,0.09
